tweet_id,label,split
850490912954351616,abusive,0.702747823166984
848791766853668864,abusive,-0.8443440016290659
850010509969465344,normal,-1.5691269634031644
850433664890544128,hateful,1.2445127604296702
847529600108421121,abusive,-0.09719057946575461
848619867506913282,abusive,2.2261053710846683
850411934205845504,abusive,-0.06091574983258265
849087242987593728,abusive,-0.6066895460966555
850449456445235200,hateful,1.7300060595278222
847945888995708928,hateful,-1.4169022789479513
850577240127623169,abusive,-0.7679312059791097
849811213416574976,abusive,-0.00943729400081264
849282894682050564,abusive,-0.7261907091275519
848491429517295616,abusive,0.8918413980669829
847972153727299584,abusive,-1.1890585292911906
850455815001522176,abusive,0.4949627268290064
847534226413105152,abusive,-2.064715568675527
847804507367100416,hateful,0.777329539303265
849562231129993216,abusive,0.5008423062790168
848317802092130306,abusive,-0.32852285712562845
850814012753403907,abusive,1.1983879234952377
850344984742174720,normal,0.22673005256029985
848813568820518913,abusive,0.5019712487030191
850660404770590720,normal,1.832035469788569
850090319165050880,hateful,-1.8562420748939021
850387833751650305,abusive,0.0059477820154474744
850590552856948737,abusive,-1.089264220738199
848610228967010305,abusive,-1.7751129810081512
847394619029467136,spam,0.8629495134842
848074037540597760,abusive,-0.21078741053218303
848992241981018112,abusive,0.02639927870071646
849881409284182016,normal,0.860221335511059
848437713061634052,normal,1.9548729404861067
849636831033532417,abusive,1.8186647414629897
848926030723031040,normal,-2.179914372937579
849429355583426561,abusive,-1.3127622652271276
848600351381098496,hateful,-0.2331158087099048
848455845021196288,abusive,-0.05294229522209836
850672203372916736,hateful,-1.175258186639194
848975292794318848,normal,-0.23973270053680137
848037224134430720,abusive,0.840231379592395
847496569947422725,abusive,0.3114246121681347
849054770694434816,abusive,-0.3194151919571861
850346419164553218,normal,0.9780056813295025
847803697857953794,abusive,0.3014983896301076
848960621127270400,abusive,-0.060925598617047085
849300057782456321,hateful,0.6172964095461079
849049657833656327,abusive,0.28004969000009117
848901053634547713,abusive,-1.2025121559818646
847678124628131841,abusive,0.8146926816333354
848958729513054208,abusive,-0.5496232236261234
849744347822268417,abusive,-0.7347049505169263
849681366132436994,abusive,0.029898995275360576
848834691356667904,abusive,0.29561208202351347
848067175680274433,abusive,-1.1816615235469765
849574897940606976,abusive,-0.27548172529525145
850380636300820480,hateful,-1.2457415760960668
848652738267406337,abusive,-0.15337231989406436
849797741312180224,abusive,-0.6332976645515852
850720957941547008,abusive,-0.48248079076680545
850071247673151488,abusive,1.1538989181758437
849312338704551936,abusive,-0.6941915609383129
849107027527745536,abusive,-0.9800963753515454
848427885811597312,abusive,1.7157755025066843
849464319288987650,abusive,1.6392741019165256
848005091579899905,abusive,0.10670527493873648
848712276408512513,abusive,0.5431636576173304
847434833995350016,abusive,0.9114996865445183
848338236770582529,normal,-0.25210327082716305
848337741813358592,abusive,1.7446983743368205
850103669655842816,abusive,-0.47926450062651976
850182237362544642,normal,-0.5667986106571293
850131301713793024,abusive,-1.3725917800854024
848601639057575936,abusive,-0.6453386767416642
850447602550222848,abusive,-1.0346484698749632
847542736651767809,abusive,-2.700995925398975
850082782017703936,abusive,0.22893899149985936
847704741643669504,abusive,0.018294899421389534
849763234743808002,hateful,1.1287167430877667
848208045553438720,abusive,0.13427033808193517
848773425136934912,abusive,0.6921990314864197
848677539186978817,abusive,-1.2498846440734408
849203190314684417,abusive,0.10430955947862601
850025252952440833,abusive,-2.9653590545767927
850606327625728000,normal,0.6695956830156707
847529042261704707,abusive,0.382358293911394
848554797049421824,abusive,1.0566424857461878
848738847307350016,abusive,0.9919632007202679
850545619274014720,abusive,0.6065337349168338
849367976138727426,abusive,1.1473116266126955
848323384727437318,abusive,-0.4685564280964289
850007192262651905,abusive,-0.23150557100125863
848967898240602113,abusive,-0.22265419587544824
848964211472519169,abusive,-0.28514542210892957
850612656834662400,normal,-0.7088659248203683
850451327129985024,abusive,-0.3269642144030016
849428428633853953,abusive,0.6018655595632898
847860379682320384,hateful,-0.2245986496489458
848304585852760065,abusive,-0.19536739767430675
849922895132459008,hateful,1.6794810316219457
847917841659473920,hateful,-1.518138756092936
847663964657860609,hateful,-0.5218110573875216
847512604788609025,abusive,0.6686375102726081
848372038670704640,abusive,-0.8960325423327851
849711858751868936,abusive,-0.3009330251394544
848275464820891649,normal,-0.10940939066101653
850456305756131328,abusive,-0.6485284224373793
847760077108822016,normal,0.8904214379169265
848773680989560833,abusive,-0.7038775768050262
847883620345757696,abusive,-0.43441820000098436
848573151328043011,normal,0.14130422931377815
847929749292929025,abusive,-1.0425351162860506
849812975007432704,abusive,-0.7977148489077904
847545240680636416,abusive,-0.6926006450977742
850084090623787012,abusive,0.6754386810959538
850186343560994816,normal,-0.9507881791678592
847520418793762816,hateful,-1.710558223094468
849115860715413504,abusive,0.4189567135898955
849517133969199104,abusive,-1.4004565530589808
848741150005571584,abusive,-0.0002519073148144398
847434456524902405,abusive,0.5899628846673579
849570103842689025,abusive,0.7956872522426591
848075681695125504,abusive,-0.718505634675359
848664213853798401,abusive,0.23544179476568192
850585096067350528,abusive,0.05184824109048791
848794237306937344,normal,0.08211118733736436
848681938986651650,abusive,1.6892973399498827
847591914874572800,hateful,0.01586754978717649
850163392337764353,abusive,-0.21930973920745728
848039367448940544,abusive,-0.6511181706077215
850015966750806017,abusive,0.8844509074419652
848632521701175297,abusive,-0.5888696043170414
848705682937450496,hateful,1.429049263077261
848982859352244227,abusive,0.5310128476277484
849173893122281472,abusive,0.06566086540669332
848129633061134336,abusive,-1.3298292841229722
847515817638055939,abusive,0.6899701719735365
848537659144273920,abusive,-0.9541645011304699
849751289399566336,hateful,0.9007136329712274
847614765463617538,abusive,1.1154678404885734
849059623504052226,abusive,-0.06612868798429106
850509426616221696,abusive,-0.05933515294653017
849797502211563521,normal,0.0245060326338259
847811708995481600,hateful,-1.7527221265019324
850172120697102336,abusive,-0.644387803450118
849141328512335872,abusive,0.2694851778438581
849760592332115968,abusive,-0.5106055719617026
849771698870255616,abusive,-2.0683165271730886
849294349326323717,abusive,1.9759443625583282
848028080576888832,abusive,1.2217736672020216
850738729203503104,normal,-0.3876455489828157
847523526751981569,abusive,-0.747805301393074
848272671410446338,abusive,0.1886110130386257
848524862305861632,abusive,-0.2421406123564893
850392854304346113,abusive,0.33605713638125856
850402564143230979,abusive,0.9624172264933742
849167274485334016,abusive,0.08501789997988529
849874505442803712,abusive,0.6094482094866046
850726225979076608,abusive,-0.16996567429748918
847661490001727489,abusive,1.9868581235076592
849007014353281024,abusive,0.40562296462074965
848564053874270209,abusive,0.3539277304283775
849464847800696832,abusive,1.3699129043124663
849261080119361536,normal,0.6122532236285052
847908748433780736,abusive,-0.0011559537371686602
849191429494546434,normal,-0.26764247168160493
848888940497162241,abusive,-1.0840460401837015
847652610655928322,abusive,0.6628055738551992
849995901200355328,normal,1.3999518725469446
848284839086366720,abusive,0.20631992668581395
849159519225753602,abusive,-1.1798515685678737
847637754422771713,abusive,0.9085416094810828
848648854337617920,abusive,0.8448280874584546
849968646592110592,abusive,-2.7274844850466353
847990017255501826,abusive,-0.42902924817517774
850374613288624128,abusive,-0.06302117700157792
850522445731815424,abusive,-0.11533075206442417
850143624574763008,abusive,-1.1215813384586912
